Marital status,Course,Previous qualification,Mother's qualification,Father's qualification,Displaced,Educational special needs,Gender,Age at enrollment,International,Target
Single,Basic Education,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Female,24,No,Dropout
Single,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,48,No,Dropout
Single,Veterinary Nursing,Secondary education,Basic education 1st cycle,Higher education - bachelor's degree,Yes,No,Female,18,No,Graduate
Single,Management Evening Program,Technological specialization course,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,32,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 3rd cycle,Higher education - degree,Yes,No,Male,20,No,Dropout
Single,Computer Science,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,No,No,Male,24,No,Dropout
Married,Equinculture,Basic education 3rd cycle,Basic education 1st cycle,Basic education 2nd cycle,No,No,Male,53,No,Graduate
Married,Journalism and Communication,Basic education 3rd cycle,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Male,42,No,Dropout
Married,Management Evening Program,Other 11th year schooling,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,52,No,Graduate
Married,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,49,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Male,18,No,Graduate
Married,Equinculture,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Male,37,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,No,No,Male,21,No,Graduate
Single,Advertising and Marketing Management,12th year of schooling not completed,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,26,No,Dropout
Single,Communication Design,Secondary education,Higher education - degree,Secondary education,Yes,No,Male,20,No,Graduate
Single,Nursing,Secondary education,Secondary education,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Communication Design,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Female,18,No,Graduate
Single,Social Service Evening Program,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,No,No,Female,20,No,Graduate
Single,Tourism,Secondary education,Higher education - degree,Higher education - degree,Yes,No,Female,20,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Higher education - degree,Basic education 3rd cycle,Yes,No,Female,21,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,22,No,Graduate
Single,Nursing,Secondary education,Secondary education,Basic education 2nd cycle,No,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Female,18,No,Dropout
Single,Nursing,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Female,18,No,Graduate
Single,Oral Hygiene,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,20,No,Graduate
Single,Basic Education,Secondary education,Secondary education,Secondary education,Yes,No,Female,20,No,Dropout
Single,Veterinary Nursing,Secondary education,Basic education 2nd cycle,Secondary education,Yes,No,Female,20,No,Graduate
Single,Management,Secondary education,Higher education - degree,Basic education 3rd cycle,No,No,Female,19,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,20,No,Graduate
Single,Veterinary Nursing,Professional higher technical course,Secondary education,Basic education 3rd cycle,Yes,No,Female,27,No,Graduate
Single,Veterinary Nursing,Secondary education,Higher education - degree,Higher education - degree,Yes,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Secondary education,No,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Secondary education,Basic education 1st cycle,No,No,Female,18,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,20,No,Graduate
Single,Social Service,Secondary education,Secondary education,Secondary education,No,No,Female,20,No,Graduate
Single,Nursing,Secondary education,Higher education - degree,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Communication Design,Technological specialization course,Secondary education,Basic education 2nd cycle,No,No,Female,22,No,Dropout
Single,Social Service Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,22,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 3rd cycle,Higher education - degree,No,No,Female,19,No,Graduate
Single,Equinculture,Technological specialization course,Higher education - degree,Secondary education,Yes,No,Female,21,No,Dropout
Single,Nursing,Higher education - degree 1st cycle,Secondary education,Secondary education,Yes,No,Female,27,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Female,18,No,Graduate
Single,Tourism,Secondary education,Secondary education,Secondary education,No,No,Female,18,No,Dropout
Single,Oral Hygiene,Secondary education,Higher education - degree,Higher education - degree,Yes,No,Male,19,No,Dropout
Facto union,Management Evening Program,Secondary education,Secondary education,Secondary education,No,No,Male,35,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 1st cycle,Can read without formal primary education,No,No,Male,23,No,Graduate
Single,Nursing,Secondary education,Secondary education,Basic education 1st cycle,No,No,Male,28,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Male,20,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Higher education - bachelor's degree,Higher education - bachelor's degree,Yes,No,Male,21,No,Dropout
Single,Communication Design,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,18,No,Graduate
Single,Communication Design,Secondary education,Higher education - degree,Higher education - degree,Yes,No,Male,22,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 2nd cycle,Secondary education,Yes,No,Male,21,No,Graduate
Single,Oral Hygiene,Higher education - degree,Higher education - degree,Higher education - degree,No,No,Male,38,No,Dropout
Single,Animation and Multimedia Design,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,19,No,Dropout
Single,Computer Science,Secondary education,Unknown education level,Unknown education level,No,No,Male,24,No,Dropout
Single,Communication Design,Secondary education,Secondary education,Basic education 1st cycle,Yes,No,Male,19,No,Dropout
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,Yes,No,Male,19,No,Graduate
Single,Computer Science,Higher education - degree,Higher education - degree,Higher education - degree,No,No,Male,31,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Male,19,No,Graduate
Single,Communication Design,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Male,22,No,Graduate
Single,Veterinary Nursing,Secondary education,Unknown education level,Secondary education,No,No,Male,25,No,Dropout
Single,Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Male,18,No,Dropout
Single,Nursing,Higher education - degree,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Male,30,No,Dropout
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Male,18,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Secondary education,Yes,No,Male,18,No,Graduate
Single,Journalism and Communication,Secondary education,Unknown education level,Unknown education level,No,No,Male,18,No,Dropout
Single,Social Service,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Male,18,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Male,25,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Secondary education,Secondary education,No,No,Male,18,No,Dropout
Single,Oral Hygiene,Basic education 3rd cycle,Basic education 3rd cycle,Secondary education,No,No,Male,25,No,Dropout
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,20,No,Graduate
Single,Nursing,Secondary education,Higher education - degree,Secondary education,Yes,No,Female,33,Yes,Dropout
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,20,No,Graduate
Single,Computer Science,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,No,No,Male,24,No,Dropout
Single,Management Evening Program,Basic education 3rd cycle,Higher education - bachelor's degree,Secondary education,No,No,Male,24,No,Dropout
Single,Veterinary Nursing,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Male,18,No,Graduate
Single,Tourism,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Veterinary Nursing,Secondary education,Higher education - degree,Higher education - degree,Yes,No,Female,22,No,Graduate
Single,Journalism and Communication,Secondary education,Higher education - bachelor's degree,Secondary education,Yes,Yes,Female,18,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,21,No,Graduate
Married,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,38,No,Dropout
Single,Social Service,Secondary education,Unknown education level,Unknown education level,No,No,Female,29,No,Graduate
Single,Tourism,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,18,No,Dropout
Married,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,37,No,Graduate
Single,Management,Secondary education,Higher education - degree,Higher education - degree,No,No,Male,20,No,Graduate
Single,Equinculture,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Male,20,No,Dropout
Married,Computer Science,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,No,No,Male,40,No,Dropout
Single,Management,Secondary education,Secondary education,Secondary education,No,No,Male,21,No,Dropout
Single,Communication Design,Technological specialization course,Higher education - bachelor's degree,Basic education 3rd cycle,No,No,Male,21,No,Graduate
Single,Nursing,Secondary education,Higher education - degree,Secondary education,Yes,No,Male,18,No,Graduate
Single,Agronomy,Secondary education,Higher education - degree,Secondary education,No,No,Male,27,No,Graduate
Married,Communication Design,Basic education 3rd cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,38,No,Dropout
Single,Equinculture,Secondary education,Higher education - degree,Higher education - degree,No,No,Male,18,No,Dropout
Single,Equinculture,Secondary education,Higher education - degree,Basic education 3rd cycle,Yes,No,Male,18,No,Dropout
Single,Journalism and Communication,Secondary education,Secondary education,Secondary education,No,No,Male,19,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Male,44,No,Dropout
Single,Veterinary Nursing,Technological specialization course,Secondary education,Secondary education,Yes,Yes,Male,26,No,Dropout
Single,Equinculture,Secondary education,Basic education 3rd cycle,Secondary education,No,No,Male,24,No,Dropout
Single,Agronomy,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Male,27,No,Dropout
Single,Agronomy,Secondary education,Secondary education,Secondary education,No,No,Male,27,No,Dropout
